lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_20_masked,p_40_masked,p_60_masked,p_80_masked
competition,competition,NOUN,Organization Name,A formal contest between individuals or teams.,78541,r005,False,True,False,True,True
pool,pool,NOUN,,An enclosed body of water for swimming or recreation,78541,r017,False,False,True,False,True
length,length,NOUN,technical term,Measurement of size or extent,78541,r011,False,False,True,True,True
race,race,NOUN,,A competition where participants travel a certain distance as fast as possible,78541,r018,False,False,True,True,False
m. Dexter,m. Dexter,NOUN,PERSON,A person competing in a race,78541,r012,False,False,True,False,True
cross,crosses,VERB,,To move past an opponent or reach a designated point in a race.,78541,r006,False,False,True,True,True
min,min,NOUN,technical term,A unit of time,78541,r015,False,False,False,True,True
Prexter,Prexter,PROPN,GPE,A person competing in a race against Dexter.,78541,r002,False,False,False,True,True
min,min,NOUN,technical term,A unit of time,78541,r015,False,False,False,True,True
sec,sec,PROPN,ORG,A unit of time,78541,r020,False,False,False,True,False
time,time,NOUN,Technical Term,Duration of the race or a lap,78541,r023,False,True,False,False,True
meet,meet,VERB,,To come together at a shared location,78541,r014,False,False,False,False,True
cross,cross,VERB,,To move past an opponent or reach a designated point in a race.,78541,r006,False,False,True,True,True
other,other,ADJ,,Different from the one being considered,78541,r016,False,False,False,True,True
handshake,handshake,VERB,,A gesture of greeting or agreement performed by shaking hands.,78541,r009,False,False,False,True,True
many,many,ADJ,,A large quantity or number,78541,r013,False,False,True,False,False
such,such,ADJ,Organization name,A type of handshake/meet between racers,78541,r022,False,True,True,True,True
handshake,handshake,NOUN,,A gesture of greeting or agreement performed by shaking hands.,78541,r009,False,False,False,True,True
happen,happen,VERB,,To occur or take place.,78541,r010,False,True,False,True,True
start,start,VERB,Technical Term,Initiation of a race or competition,78541,r021,False,True,False,False,False
same,same,ADJ,,Identical or alike,78541,r019,False,False,True,True,False
end,end,NOUN,,The termination point of a race.,78541,r007,False,False,False,False,True
same,same,ADJ,,Identical or alike,78541,r019,False,False,True,True,False
time,time,NOUN,Technical Term,Duration of the race or a lap,78541,r023,False,True,False,False,True
odd,odd,ADJ,technical term,number not divisible by 2,42761,r005,False,False,False,True,False
integer,integer,NOUN,technical term,whole number,42761,r004,False,False,False,True,True
even,even,ADV,technical term,number divisible by 2,42761,r002,False,False,True,False,True
integer,integers,NOUN,technical term,whole number,42761,r004,False,False,False,True,True
follow,following,VERB,,,42761,r003,False,True,True,False,True
CANNOT,CANNOT,PROPN,technical term,impossibility,42761,r001,False,False,False,True,True
integer,integer,NOUN,technical term,whole number,42761,r004,False,False,False,True,True
digit,digits,NOUN,technical term,Numeral within Decimal System,45337,r004,False,False,False,False,True
decimal,decimal,ADJ,Technical Term,Number Representation,45337,r003,False,False,False,True,True
0.00035,0.00035,NUM,GPE,Specific decimal value,45337,r001,False,False,False,True,True
repeat,repeat,NOUN,Technical Term,Repetition Pattern,45337,r006,False,False,True,True,True
indefinitely,indefinitely,ADV,Technical Term,Continuous Process,45337,r005,False,False,True,False,False
value,value,NOUN,Technical Term,Quantitative Measure,45337,r007,False,False,True,False,True
3)(0.00035,3)(0.00035,NUM,GPE,,45337,r002,False,True,False,True,True
ratio,ratio,NOUN,Technical Term,proportion,8200,r010,False,False,True,True,False
number,number,NOUN,,quantity,8200,r006,False,True,False,False,True
lady,ladies,NOUN,Individual Name,,8200,r003,False,False,False,True,True
gent,gents,NOUN,Individual Name,,8200,r002,False,False,True,True,True
party,party,NOUN,Organization Name,Social gathering,8200,r008,False,False,False,True,True
lady,ladies,NOUN,Individual Name,,8200,r003,False,False,False,True,True
gent,gents,NOUN,Individual Name,,8200,r002,False,False,True,True,True
leave,left,VERB,,,8200,r004,False,True,True,True,True
ratio,ratio,NOUN,Technical Term,proportion,8200,r010,False,False,True,True,False
become,became,VERB,,,8200,r001,False,False,True,False,True
many,many,ADJ,,,8200,r005,False,False,False,False,True
people,people,NOUN,group of people,,8200,r009,False,False,False,True,False
party,party,NOUN,Organization Name,Social gathering,8200,r008,False,False,False,True,True
originally,originally,ADV,,,8200,r007,False,False,False,False,True
number,number,NOUN,technical term,Mathematical Concept,15831,r006,False,False,False,True,True
divide,divided,VERB,technical term,Mathematical Operation,15831,r003,False,False,True,False,True
6 &,6 &,NUM,MONEY,Mathematical Constant,15831,r001,False,False,False,True,True
then,then,ADV,,Sequence Indicator,15831,r007,False,False,False,True,True
multiply,multiply,NOUN,technical term,Mathematical Operation,15831,r004,False,True,True,True,True
answer,answer,NOUN,organization name,Result of Calculation,15831,r002,False,False,True,False,False
no,no,NOUN,?,# unknown - needs word context from text to determine type or concept,15831,r005,False,False,False,False,True
positive,positive,ADJ,,Having a greater or more significant value; favorable,13263,r007,False,False,False,False,False
difference,difference,NOUN,Technical Term,Discrepancy in numerical values,13263,r004,False,False,False,True,False
Sam,Sam,PROPN,PERSON,Person,13263,r002,False,True,True,False,True
Lucy,Lucy,PROPN,PERSON,Person,13263,r001,False,True,True,True,True
age,ages,NOUN,Technical Term,Measure of time elapsed since birth,13263,r003,False,False,True,False,True
sum,sum,NOUN,Technical Term,Total value after adding quantities,13263,r009,False,False,False,True,True
age,ages,NOUN,Technical Term,Measure of time elapsed since birth,13263,r003,False,False,True,False,True
Lucy,Lucy,PROPN,PERSON,Person,13263,r001,False,True,True,True,True
old,older,ADJ,,,13263,r006,False,False,False,True,True
Sam,Sam,PROPN,PERSON,Person,13263,r002,False,True,True,False,True
then,then,ADV,,,13263,r010,False,False,True,False,True
following,following,NOUN,Technical Term,Subsequent items or events in a sequence,13263,r005,False,False,False,True,True
represent,represents,VERB,,,13263,r008,False,False,False,True,True
Lucy,Lucy,PROPN,PERSON,Person,13263,r001,False,True,True,True,True
age,age,NOUN,Technical Term,Measure of time elapsed since birth,13263,r003,False,False,True,False,True
good,goods,NOUN,organization name,Type of train,92826,r004,False,False,True,True,False
train,train,VERB,organization name,Collection of rail vehicles for transport,92826,r017,False,False,False,True,True
long,long,ADJ,technical term,Measurement,92826,r005,False,False,True,True,True
run,running,VERB,technical term,Move,92826,r010,False,False,False,True,True
opposite,opposite,ADJ,technical term,Directional,92826,r006,False,True,False,True,True
direction,directions,NOUN,technical term,Orientation,92826,r001,False,False,False,True,True
so,so,ADV,,To such an extent,92826,r012,False,False,False,True,True
parallel,parallel,ADJ,technical term,Alignment,92826,r007,False,False,False,True,False
track,tracks,NOUN,technical term,Path for movement,92826,r016,False,False,True,False,True
speed,speeds,NOUN,technical term,Rate of change in position over time,92826,r013,False,False,False,False,True
respectively,respectively,ADV,technical term,Sequence,92826,r009,False,False,True,False,True
find,Find,VERB,technical term,Calculate,92826,r003,False,True,False,False,False
time,time,NOUN,technical term,Measurement of duration,92826,r015,False,False,False,True,True
take,taken,VERB,,To require time for,92826,r014,False,False,True,False,True
slow,slower,ADJ,technical term,Rate of motion,92826,r011,False,True,False,False,True
train,train,NOUN,organization name,Collection of rail vehicles for transport,92826,r017,False,False,False,True,True
pass,pass,VERB,technical term,Overtake,92826,r008,False,False,True,True,True
driver,driver,NOUN,individual name,Operator of a train,92826,r002,False,False,True,False,True
pipe,Pipes,NOUN,,,1901,r010,False,False,True,True,True
fill,fill,VERB,,,1901,r004,False,False,True,False,False
cistern,cistern,NOUN,TECHNICAL TERM,CONTAINING WATER,1901,r003,False,False,False,False,True
respectively,respectively,ADV,technical term,Indicates order or sequence of events/actions,1901,r011,False,False,False,True,True
open,opened,VERB,,,1901,r009,False,True,False,False,True
alternate,alternate,ADJ,,,1901,r002,False,False,False,True,True
minute,minutes,NOUN,TIME,UNIT OF TIME,1901,r008,False,False,False,True,True
find,Find,VERB,,,1901,r005,False,False,False,True,False
many,many,ADJ,,QUANTITY,1901,r007,False,False,False,False,True
minute,minutes,NOUN,TIME,UNIT OF TIME,1901,r008,False,False,False,True,True
cistern,cistern,NOUN,TECHNICAL TERM,CONTAINING WATER,1901,r003,False,False,False,False,True
full,full,ADJ,,,1901,r006,False,True,True,True,True
full,full,ADJ,,,1901,r006,False,True,True,True,True
house,house,NOUN,technical term,building,26895,r008,False,False,True,True,True
construct,constructed,VERB,,to build,26895,r005,False,False,False,False,True
man,men,NOUN,individual name,worker,26895,r009,False,False,True,False,False
set,set,VERB,Organization Name,Group of Workers Assigned to a Task,26895,r012,False,True,True,True,True
work,work,VERB,Technical Term,Construction Effort,26895,r014,False,False,True,True,False
work,working,VERB,Technical Term,Construction Effort,26895,r014,False,False,True,True,False
8 hour,8 hours,NUM,TIME,,26895,r001,False,False,False,False,True
day,day,NOUN,TIME,,26895,r006,False,True,False,True,True
work,work,NOUN,Technical Term,Construction Effort,26895,r014,False,False,True,True,False
complete,completed,VERB,,finished,26895,r004,False,False,False,True,True
many,many,ADJ,,a large number,26895,r010,False,True,False,False,True
additional,additional,ADJ,,more people,26895,r003,False,False,True,False,True
man,men,NOUN,individual name,worker,26895,r009,False,False,True,False,False
employ,employed,VERB,,to hire,26895,r007,False,False,False,True,True
work,work,NOUN,Technical Term,Construction Effort,26895,r014,False,False,True,True,False
complete,completed,VERB,,finished,26895,r004,False,False,False,True,True
time,time,NOUN,Technical Term,Duration for Completion,26895,r013,False,False,True,True,True
man,man,NOUN,individual name,worker,26895,r009,False,False,True,False,False
now,now,ADV,Technical Term,Present Time Frame,26895,r011,False,False,False,True,True
work,working,VERB,Technical Term,Construction Effort,26895,r014,False,False,True,True,False
9 hour,9 hours,NUM,TIME,,26895,r002,False,False,False,False,False
day,day,NOUN,TIME,,26895,r006,False,True,False,True,True
Jill,Jill,PROPN,PERSON,Individual,56787,r003,False,False,True,True,True
work,works,VERB,  ,,56787,r020,False,False,False,False,False
waitress,waitress,NOUN,individual name,Female Restaurant Employee Who Takes Orders and Serves Food,56787,r019,False,False,False,False,True
local,local,ADJ,,In the nearby area,56787,r010,False,True,True,False,False
