lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_5_masked,p_10_masked,p_15_masked,p_20_masked,p_25_masked,p_30_masked,p_35_masked,p_40_masked,p_45_masked,p_50_masked,p_55_masked,p_60_masked,p_65_masked,p_70_masked,p_75_masked,p_80_masked,p_85_masked,p_90_masked,p_95_masked,p_100_masked
new,new,ADJ,technical term,Legislation,63741,r011,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True
law,law,NOUN,Other,Legislation,63741,r009,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True
thus,Thus,ADV,,Consequently,63741,r016,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True,True
total,total,NOUN,organization name,The aggregate of all members,63741,r017,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True
member,members,NOUN,Other,Constituent Part,63741,r010,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True
expect,expected,VERB,Action,Anticipation/Prediction,63741,r008,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True
vote,vote,VERB,technical term,"The action of expressing a choice, typically through a formal procedure",63741,r018,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True
new,new,ADJ,technical term,Legislation,63741,r011,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True
law,law,NOUN,Other,Legislation,63741,r009,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True
total,total,ADJ,organization name,The aggregate of all members,63741,r017,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True
number,number,NOUN,technical term,Quantifiable measure,63741,r012,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
congress,congress,PROPN,ORG,Legislative Body,63741,r007,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
member,members,NOUN,Other,Constituent Part,63741,r010,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True
Answer,Answer,PROPN,Other,Response/Solution,63741,r002,False,False,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,True
B.,B.,PROPN,Other,Selection,63741,r003,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True
suppose,Suppose,VERB,,Assume,48976,r023,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,True,True,True
average,average,ADJ,NONE,Central Tendency,48976,r004,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True
join,join,VERB, ,To unite or combine with something else,48976,r016,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True
mess,mess,NOUN,organization name,"A communal dining area, typically in a boarding school or university",48976,r017,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
total,total,ADJ,technical term,Sum or aggregate,48976,r026,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True
expenditure,expenditure,NOUN,FINANCE,Expenses,48976,r009,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True
=,=,VERB,MATH,Equals,48976,r002,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True
average,average,ADJ,NONE,Central Tendency,48976,r004,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True
expenditure,expenditure,NOUN,FINANCE,Expenses,48976,r009,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True
=,=,NOUN,MATH,Equals,48976,r002,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True
=,=,NOUN,MATH,Equals,48976,r002,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True
thus,Thus,ADV,,Consequently,48976,r025,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True
original,original,ADJ, ,Existing from the beginning; first of its kind,48976,r019,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True
expenditure,expenditure,NOUN,FINANCE,Expenses,48976,r009,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True
mess,mess,NOUN,organization name,"A communal dining area, typically in a boarding school or university",48976,r017,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
=,=,NOUN,MATH,Equals,48976,r002,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True
therefore x-1,Therefore x-1,ADV,WORK_OF_ART,Mathematical result,48976,r024,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True
=,=,PROPN,MATH,Equals,48976,r002,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True
hence,hence,ADV, ,"Therefore, as a result",48976,r013,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True
r,Rs,NOUN,NORP,Male,48976,r020,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True
.,.,PROPN,NONE,Sentence end,48976,r001,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True
e,E,NOUN,NONE,Energy,48976,r008,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True
question,question,NOUN,Technical Term,Asking for or seeking information,15230,r017,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True
deal,dealt,VERB,,Address or handle,15230,r006,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True
conceptually,conceptually,ADV,,Abstractly or intellectually,15230,r004,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,True
VALUES,VALUES,PROPN,organization name,Set of known values,15230,r002,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True
tell,told,VERB, ,To communicate information,15230,r021,False,False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True
numerator,numerator,NOUN,Technical Term,The top part of a fraction,15230,r013,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True
fraction,fraction,NOUN,technical term,Portion represented by a ratio,15230,r010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True
q,Q,NOUN,Variable,Represents the numerator of a fraction,15230,r016,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True
triple,tripled,VERB, ,Multiply by three,15230,r024,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True
denominator,denominator,NOUN,technical term,Lower part of a fraction,15230,r007,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True
same,same,ADJ,Technical Term,"Relating to the original fraction, in this case the Q/denominator",15230,r020,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True
fraction,fraction,NOUN,technical term,Portion represented by a ratio,15230,r010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True
double,doubled,VERB,,Multiply by two,15230,r008,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True
ask,asked,VERB,,Request information,15230,r003,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True
result,resulting,VERB,Technical Term,The outcome or consequence of an action,15230,r019,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
increase,increase,NOUN,Technical Term,To grow larger or become greater,15230,r011,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,True
percentage,percentage,NOUN,Technical Term,A numerical value expressed as a percentage,15230,r015,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True
term,terms,NOUN,Technical Term,A word or phrase with a specific meaning in a particular field,15230,r022,False,False,False,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,True
fraction,fraction,NOUN,technical term,Portion represented by a ratio,15230,r010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True
let,Let,VERB,Technical Term,To establish or define a boundary or condition,15230,r012,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True
triple,triple,VERB, ,Multiply by three,15230,r024,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True
numerator,numerator,NOUN,Technical Term,The top part of a fraction,15230,r013,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True
