word,part_of_speech,category,lemma,word_count,index,question_id,mask_col,is_content_word
know,VERB,,know,1,[7],76766,rationale,True
thataverage,NOUN,,thataverage,1,[8],76766,rationale,True
value,NOUN,,value,1,[9],76766,rationale,True
=,NOUN,,=,1,[10],76766,rationale,True
(,PUNCT,,(,0,[11],76766,rationale,False
sum,NOUN,,sum,1,[12],76766,rationale,True
of,ADP,,of,1,[13],76766,rationale,False
n,PROPN,,n,1,[14],76766,rationale,True
values)/n,PROPN,GPE,values)/n,1,[15],76766,rationale,True
"
",SPACE,,"
",0,[16],76766,rationale,False
We,PRON,,we,1,[17],76766,rationale,False
can,AUX,,can,1,[18],76766,rationale,False
rewrite,VERB,,rewrite,1,[19],76766,rationale,True
this,PRON,,this,1,[20],76766,rationale,False
into,ADP,,into,1,[21],76766,rationale,False
a,DET,,a,1,[22],76766,rationale,False
useful,ADJ,,useful,1,[23],76766,rationale,True
formula,NOUN,,formula,1,[24],76766,rationale,True
:,PUNCT,,:,0,[25],76766,rationale,False
sum,NOUN,,sum,1,[26],76766,rationale,True
of,ADP,,of,1,[27],76766,rationale,False
n,NOUN,,n,1,[28],76766,rationale,True
values,NOUN,,value,1,[29],76766,rationale,True
=,VERB,,=,1,[30],76766,rationale,True
(,PUNCT,,(,0,[31],76766,rationale,False
average,ADJ,,average,1,[32],76766,rationale,True
value)(n,NOUN,,value)(n,1,[33],76766,rationale,True
),PUNCT,,),0,[34],76766,rationale,False
"
",SPACE,,"
",0,[35],76766,rationale,False
The,DET,,the,1,[36],76766,rationale,False
average,NOUN,,average,1,[37],76766,rationale,True
of,ADP,,of,1,[38],76766,rationale,False
integers,NOUN,,integer,1,[40],76766,rationale,True
is,AUX,,be,1,[41],76766,rationale,False
"
",SPACE,,"
",0,[43],76766,rationale,False
So,ADV,,so,1,[44],76766,rationale,True
",",PUNCT,,",",0,[45],76766,rationale,False
the,DET,,the,1,[46],76766,rationale,False
sum,NOUN,,sum,1,[47],76766,rationale,True
of,ADP,,of,1,[48],76766,rationale,False
ALL,DET,,all,1,[49],76766,rationale,False
integers,NOUN,,integer,1,[51],76766,rationale,True
=,PROPN,,=,1,[52],76766,rationale,True
(,PUNCT,,(,0,[53],76766,rationale,False
),PUNCT,,),0,[55],76766,rationale,False
=,VERB,,=,1,[56],76766,rationale,True
"
",SPACE,,"
",0,[58],76766,rationale,False
The,DET,,the,1,[59],76766,rationale,False
average,NOUN,,average,1,[60],76766,rationale,True
of,ADP,,of,1,[61],76766,rationale,False
of,ADP,,of,1,[63],76766,rationale,False
the,DET,,the,1,[64],76766,rationale,False
integers,NOUN,,integer,1,[65],76766,rationale,True
is,AUX,,be,1,[66],76766,rationale,False
"
",SPACE,,"
",0,[68],76766,rationale,False
So,ADV,,so,1,[69],76766,rationale,True
",",PUNCT,,",",0,[70],76766,rationale,False
the,DET,,the,1,[71],76766,rationale,False
sum,NOUN,,sum,1,[72],76766,rationale,True
of,ADP,,of,1,[73],76766,rationale,False
the,DET,,the,1,[74],76766,rationale,False
integers,NOUN,,integer,1,[76],76766,rationale,True
=,PROPN,,=,1,[77],76766,rationale,True
(,PUNCT,,(,0,[78],76766,rationale,False
),PUNCT,,),0,[80],76766,rationale,False
=,VERB,,=,1,[81],76766,rationale,True
"
",SPACE,,"
",0,[83],76766,rationale,False
So,ADV,,so,1,[84],76766,rationale,True
",",PUNCT,,",",0,[85],76766,rationale,False
the,DET,,the,1,[86],76766,rationale,False
sum,NOUN,,sum,1,[87],76766,rationale,True
of,ADP,,of,1,[88],76766,rationale,False
the,DET,,the,1,[89],76766,rationale,False
REMAINING,VERB,,remain,1,[91],76766,rationale,True
integers,NOUN,,integer,1,[92],76766,rationale,True
=,PROPN,,=,1,[93],76766,rationale,True
"
",SPACE,,"
",0,[95],76766,rationale,False
If,SCONJ,,if,1,[96],76766,rationale,False
the,DET,,the,1,[97],76766,rationale,False
sum,NOUN,,sum,1,[98],76766,rationale,True
of,ADP,,of,1,[99],76766,rationale,False
the,DET,,the,1,[100],76766,rationale,False
REMAINING,VERB,,remain,1,[102],76766,rationale,True
integers,NOUN,,integer,1,[103],76766,rationale,True
=,SYM,,=,1,[104],76766,rationale,False
",",PUNCT,,",",0,[106],76766,rationale,False
and,CCONJ,,and,1,[107],76766,rationale,False
we,PRON,,we,1,[108],76766,rationale,False
want,VERB,,want,1,[109],76766,rationale,True
to,PART,,to,1,[110],76766,rationale,False
minimize,VERB,,minimize,1,[111],76766,rationale,True
value,NOUN,,value,1,[113],76766,rationale,True
",",PUNCT,,",",0,[114],76766,rationale,False
we,PRON,,we,1,[115],76766,rationale,False
must,AUX,,must,1,[116],76766,rationale,False
MAXIMIZE,VERB,,maximize,1,[117],76766,rationale,True
the,DET,,the,1,[118],76766,rationale,False
other,ADJ,,other,1,[119],76766,rationale,True
value,NOUN,,value,1,[120],76766,rationale,True
.,PUNCT,,.,0,[121],76766,rationale,False
"
",SPACE,,"
",0,[122],76766,rationale,False
is,AUX,,be,1,[124],76766,rationale,False
the,DET,,the,1,[125],76766,rationale,False
maximum,ADJ,,maximum,1,[126],76766,rationale,True
value,NOUN,,value,1,[127],76766,rationale,True
so,ADV,,so,1,[128],76766,rationale,True
let,VERB,,let,1,[129],76766,rationale,True
integer,ADJ,,integ,1,[131],76766,rationale,True
=,PROPN,,=,1,[132],76766,rationale,True
",",PUNCT,,",",0,[134],76766,rationale,False
which,PRON,,which,1,[135],76766,rationale,False
means,VERB,,mean,1,[136],76766,rationale,True
the,DET,,the,1,[137],76766,rationale,False
other,ADJ,,other,1,[138],76766,rationale,True
must,AUX,,must,1,[139],76766,rationale,False
equal,VERB,,equal,1,[140],76766,rationale,True
"
",SPACE,,"
",0,[142],76766,rationale,False
Answer,NOUN,,answer,1,[143],76766,rationale,True
:,PUNCT,,:,0,[144],76766,rationale,False
A,PRON,,a,1,[145],76766,rationale,False
Area,NOUN,,area,1,[0],95459,rationale,True
of,ADP,,of,1,[1],95459,rationale,False
circle,NOUN,,circle,1,[2],95459,rationale,True
=,PROPN,,=,1,[3],95459,rationale,True
πr²,X,,πr²,1,[4],95459,rationale,False
"
",SPACE,,"
",0,[5],95459,rationale,False
=,PUNCT,,=,0,[6],95459,rationale,False
×11,PROPN,,×11,1,[8],95459,rationale,True
×11,PROPN,,×11,1,[9],95459,rationale,True
cm²,PUNCT,,cm²,0,[10],95459,rationale,False
"
",SPACE,,"
",0,[11],95459,rationale,False
=,SYM,,=,1,[12],95459,rationale,False
cm²,NOUN,,cm²,1,[14],95459,rationale,True
"
",SPACE,,"
",0,[15],95459,rationale,False
ANSWER,PROPN,,ANSWER,1,[16],95459,rationale,True
:,PUNCT,,:,0,[17],95459,rationale,False
C,NOUN,,c,1,[18],95459,rationale,True
of,ADP,,of,1,[2],68778,rationale,False
oranges,NOUN,,orange,1,[3],68778,rationale,True
contained,VERB,,contain,1,[4],68778,rationale,True
of,ADP,,of,1,[7],68778,rationale,False
water,NOUN,,water,1,[8],68778,rationale,True
.,PUNCT,,.,0,[9],68778,rationale,False
If,SCONJ,,if,1,[10],68778,rationale,False
the,DET,,the,1,[14],68778,rationale,False
concentration,NOUN,,concentration,1,[15],68778,rationale,True
of,ADP,,of,1,[16],68778,rationale,False
water,NOUN,,water,1,[17],68778,rationale,True
decreased,VERB,,decrease,1,[18],68778,rationale,True
by,ADP,,by,1,[19],68778,rationale,False
",",PUNCT,,",",0,[22],68778,rationale,False
what,PRON,,what,1,[23],68778,rationale,False
was,AUX,,be,1,[24],68778,rationale,False
the,DET,,the,1,[25],68778,rationale,False
new,ADJ,,new,1,[26],68778,rationale,True
weight,NOUN,,weight,1,[27],68778,rationale,True
of,ADP,,of,1,[28],68778,rationale,False
the,DET,,the,1,[29],68778,rationale,False
oranges,NOUN,,orange,1,[30],68778,rationale,True
",",PUNCT,,",",0,[31],68778,rationale,False
in,ADP,,in,1,[32],68778,rationale,False
kilograms,NOUN,,kilogram,1,[33],68778,rationale,True
?,PUNCT,,?,0,[34],68778,rationale,False
"
",SPACE,,"
",0,[35],68778,rationale,False
(,PUNCT,,(,0,[36],68778,rationale,False
A,NOUN,,a,1,[37],68778,rationale,True
),PUNCT,,),0,[38],68778,rationale,False
"
",SPACE,,"
",0,[40],68778,rationale,False
(,PUNCT,,(,0,[41],68778,rationale,False
B,NOUN,,b,1,[42],68778,rationale,True
),PUNCT,,),0,[43],68778,rationale,False
"
",SPACE,,"
",0,[45],68778,rationale,False
(,PUNCT,,(,0,[46],68778,rationale,False
C,PROPN,,C,1,[47],68778,rationale,True
),PUNCT,,),0,[48],68778,rationale,False
"
",SPACE,,"
",0,[50],68778,rationale,False
(,PUNCT,,(,0,[51],68778,rationale,False
D,PROPN,,D,1,[52],68778,rationale,True
),PUNCT,,),0,[53],68778,rationale,False
"
",SPACE,,"
",0,[55],68778,rationale,False
(,PUNCT,,(,0,[56],68778,rationale,False
E,NOUN,,e,1,[57],68778,rationale,True
),PUNCT,,),0,[58],68778,rationale,False
"
",SPACE,,"
",0,[60],68778,rationale,False
If,SCONJ,,if,1,[61],68778,rationale,False
A,PRON,,a,1,[62],68778,rationale,False
is,AUX,,be,1,[63],68778,rationale,False
the,DET,,the,1,[64],68778,rationale,False
answer,NOUN,,answer,1,[65],68778,rationale,True
",",PUNCT,,",",0,[66],68778,rationale,False
then,ADV,,then,1,[67],68778,rationale,True
the,DET,,the,1,[68],68778,rationale,False
question,NOUN,,question,1,[69],68778,rationale,True
means,VERB,,mean,1,[70],68778,rationale,True
that,SCONJ,,that,1,[71],68778,rationale,False
the,DET,,the,1,[72],68778,rationale,False
concentration,NOUN,,concentration,1,[73],68778,rationale,True
of,ADP,,of,1,[74],68778,rationale,False
water,NOUN,,water,1,[75],68778,rationale,True
became,VERB,,become,1,[79],68778,rationale,True
.,PUNCT,,.,0,[82],68778,rationale,False
"
",SPACE,,"
",0,[83],68778,rationale,False
Out,ADP,,out,1,[84],68778,rationale,False
of,ADP,,of,1,[85],68778,rationale,False
kilograms,NOUN,,kilogram,1,[87],68778,rationale,True
",",PUNCT,,",",0,[90],68778,rationale,False
or,CCONJ,,or,1,[91],68778,rationale,False
was,AUX,,be,1,[94],68778,rationale,False
water,NOUN,,water,1,[95],68778,rationale,True
and,CCONJ,,and,1,[96],68778,rationale,False
was,AUX,,be,1,[99],68778,rationale,False
non-water,ADJ,,non-water,1,[100],68778,rationale,True
.,PUNCT,,.,0,[101],68778,rationale,False
"
",SPACE,,"
",0,[102],68778,rationale,False
",",PUNCT,,",",0,[106],68778,rationale,False
after,SCONJ,,after,1,[107],68778,rationale,False
some,DET,,some,1,[108],68778,rationale,False
water,NOUN,,water,1,[109],68778,rationale,True
evaporated,VERB,,evaporate,1,[110],68778,rationale,True
",",PUNCT,,",",0,[111],68778,rationale,False
oranges,NOUN,,orange,1,[112],68778,rationale,True
became,VERB,,become,1,[113],68778,rationale,True
water,NOUN,,water,1,[116],68778,rationale,True
and,CCONJ,,and,1,[117],68778,rationale,False
of,ADP,,of,1,[120],68778,rationale,False
non-water,ADJ,,non-water,1,[121],68778,rationale,True
",",PUNCT,,",",0,[122],68778,rationale,False
so,SCONJ,,so,1,[123],68778,rationale,False
of,ADP,,of,1,[129],68778,rationale,False
non-water,ADJ,,non-water,1,[130],68778,rationale,True
composed,VERB,,compose,1,[131],68778,rationale,True
of,ADP,,of,1,[134],68778,rationale,False
oranges,NOUN,,orange,1,[135],68778,rationale,True
",",PUNCT,,",",0,[136],68778,rationale,False
which,PRON,,which,1,[137],68778,rationale,False
means,VERB,,mean,1,[138],68778,rationale,True
that,SCONJ,,that,1,[139],68778,rationale,False
the,DET,,the,1,[140],68778,rationale,False
new,ADJ,,new,1,[141],68778,rationale,True
weight,NOUN,,weight,1,[142],68778,rationale,True
of,ADP,,of,1,[143],68778,rationale,False
the,DET,,the,1,[144],68778,rationale,False
oranges,NOUN,,orange,1,[145],68778,rationale,True
was,AUX,,be,1,[146],68778,rationale,False
x*0.04=0.24,NOUN,,x*0.04=0.24,1,[147],68778,rationale,True
--,PUNCT,,--,0,[148],68778,rationale,False
>,PUNCT,,>,0,[149],68778,rationale,False
x=6,NOUN,,x=6,1,[150],68778,rationale,True
kilograms,NOUN,,kilogram,1,[151],68778,rationale,True
.,PUNCT,,.,0,[152],68778,rationale,False
"
",SPACE,,"
",0,[153],68778,rationale,False
Answer: A.,NOUN,LOC,answer: a.,2,"[154, 155, 156]",68778,rationale,True
Explanation,NOUN,,explanation,1,[0],78541,rationale,True
:,PUNCT,,:,0,[1],78541,rationale,False
"
",SPACE,,"
",0,[2],78541,rationale,False
When,SCONJ,,when,1,[3],78541,rationale,False
Dexter,PROPN,PERSON,Dexter,1,[4],78541,rationale,True
completes,VERB,,complete,1,[5],78541,rationale,True
round,ADV,,round,1,[7],78541,rationale,True
",",PUNCT,,",",0,[8],78541,rationale,False
they,PRON,,they,1,[9],78541,rationale,False
do,AUX,,do,1,[10],78541,rationale,False
handshake,VERB,,handshake,1,[11],78541,rationale,True
once,ADV,,once,1,[12],78541,rationale,True
.,PUNCT,,.,0,[13],78541,rationale,False
"
",SPACE,,"
",0,[14],78541,rationale,False
Now,ADV,,now,1,[15],78541,rationale,True
for,ADP,,for,1,[16],78541,rationale,False
every,DET,,every,1,[17],78541,rationale,False
round,NOUN,,round,1,[18],78541,rationale,True
which,PRON,,which,1,[19],78541,rationale,False
Dexter,PROPN,PERSON,Dexter,1,[20],78541,rationale,True
completes,VERB,,complete,1,[21],78541,rationale,True
",",PUNCT,,",",0,[22],78541,rationale,False
there,PRON,,there,1,[23],78541,rationale,False
will,AUX,,will,1,[24],78541,rationale,False
be,AUX,,be,1,[25],78541,rationale,False
one,NUM,,one,1,[26],78541,rationale,False
hand,NOUN,,hand,1,[27],78541,rationale,True
shake,NOUN,,shake,1,[28],78541,rationale,True
as,SCONJ,,as,1,[29],78541,rationale,False
the,DET,,the,1,[30],78541,rationale,False
ratio,NOUN,,ratio,1,[31],78541,rationale,True
of,ADP,,of,1,[32],78541,rationale,False
speed,NOUN,,speed,1,[33],78541,rationale,True
is,AUX,,be,1,[34],78541,rationale,False
.,PUNCT,,.,0,[36],78541,rationale,False
"
",SPACE,,"
",0,[37],78541,rationale,False
D,PROPN,,D,1,[38],78541,rationale,True
and,CCONJ,,and,1,[39],78541,rationale,False
P,NOUN,ORG,p,1,[40],78541,rationale,True
will,AUX,,will,1,[41],78541,rationale,False
meet,VERB,,meet,1,[42],78541,rationale,True
at,ADP,,at,1,[43],78541,rationale,False
the,DET,,the,1,[44],78541,rationale,False
pool,NOUN,,pool,1,[45],78541,rationale,True
end,NOUN,,end,1,[46],78541,rationale,True
only,ADV,,only,1,[47],78541,rationale,True
after,SCONJ,,after,1,[48],78541,rationale,False
D,PROPN,,D,1,[49],78541,rationale,True
completes,VERB,,complete,1,[50],78541,rationale,True
rounds,NOUN,,round,1,[52],78541,rationale,True
.,PUNCT,,.,0,[53],78541,rationale,False
"
",SPACE,,"
",0,[54],78541,rationale,False
In,ADP,,in,1,[55],78541,rationale,False
the,DET,,the,1,[56],78541,rationale,False
round,NOUN,,round,1,[58],78541,rationale,True
",",PUNCT,,",",0,[59],78541,rationale,False
D,PROPN,,D,1,[60],78541,rationale,True
finish,VERB,,finish,1,[61],78541,rationale,True
the,DET,,the,1,[62],78541,rationale,False
race,NOUN,,race,1,[63],78541,rationale,True
and,CCONJ,,and,1,[64],78541,rationale,False
the,DET,,the,1,[65],78541,rationale,False
total,ADJ,,total,1,[66],78541,rationale,True
handshake,NOUN,,handshake,1,[67],78541,rationale,True
's,PART,,'s,1,[68],78541,rationale,False
will,AUX,,will,1,[69],78541,rationale,False
be,AUX,,be,1,[70],78541,rationale,False
:,PUNCT,,:,0,[71],78541,rationale,False
"
",SPACE,,"
",0,[72],78541,rationale,False
.,PUNCT,,.,0,[75],78541,rationale,False
"
",SPACE,,"
",0,[76],78541,rationale,False
Answer,NOUN,,answer,1,[77],78541,rationale,True
:,PUNCT,,:,0,[78],78541,rationale,False
C,NOUN,,c,1,[79],78541,rationale,True
x,SYM,,x,1,[0],42761,rationale,False
=,NUM,,=,1,[1],42761,rationale,False
Odd,ADJ,,odd,1,[2],42761,rationale,True
"
",SPACE,,"
",0,[3],42761,rationale,False
y,PROPN,,y,1,[4],42761,rationale,True
=,NOUN,,=,1,[5],42761,rationale,True
Even,ADV,,even,1,[6],42761,rationale,True
"
",SPACE,,"
",0,[7],42761,rationale,False
z,NOUN,,z,1,[8],42761,rationale,True
=,NOUN,,=,1,[9],42761,rationale,True
Even,ADV,,even,1,[10],42761,rationale,True
"
",SPACE,,"
",0,[11],42761,rationale,False
Checking Options,PROPN,WORK_OF_ART,Checking Options,2,"[12, 13]",42761,rationale,True
:,PUNCT,,:,0,[14],42761,rationale,False
"
",SPACE,,"
",0,[15],42761,rationale,False
A.,NOUN,,a.,1,[16],42761,rationale,True
y,PROPN,,y,1,[17],42761,rationale,True
/,SYM,,/,1,[18],42761,rationale,False
z,PROPN,,z,1,[19],42761,rationale,True
Even,ADV,,even,1,[20],42761,rationale,True
/,SYM,,/,1,[21],42761,rationale,False
Even,ADV,,even,1,[22],42761,rationale,True
may,AUX,,may,1,[23],42761,rationale,False
be,AUX,,be,1,[24],42761,rationale,False
an,DET,,an,1,[25],42761,rationale,False
Integer,PROPN,ORG,Integer,1,[26],42761,rationale,True
e.g.,ADV,,e.g.,1,[27],42761,rationale,True
4/2=2,NUM,,4/2=2,1,[28],42761,rationale,False
Hence,ADV,,hence,1,[29],42761,rationale,True
Incorrect,PROPN,,Incorrect,1,[30],42761,rationale,True
Option,PROPN,,Option,1,[31],42761,rationale,True
"
",SPACE,,"
",0,[32],42761,rationale,False
B.,PROPN,,B.,1,[33],42761,rationale,True
x,PROPN,,x,1,[34],42761,rationale,True
/,PROPN,,/,1,[35],42761,rationale,True
y,PROPN,,y,1,[36],42761,rationale,True
Odd,PROPN,,Odd,1,[37],42761,rationale,True
/,SYM,,/,1,[38],42761,rationale,False
Even,ADV,,even,1,[39],42761,rationale,True
CAN,AUX,,can,1,[40],42761,rationale,False
NEVER,ADV,,never,1,[41],42761,rationale,True
be,AUX,,be,1,[42],42761,rationale,False
an,DET,,an,1,[43],42761,rationale,False
Integer,PROPN,,Integer,1,[44],42761,rationale,True
Hence,PROPN,,Hence,1,[45],42761,rationale,True
Correct,PROPN,,Correct,1,[46],42761,rationale,True
Option,PROPN,,Option,1,[47],42761,rationale,True
"
",SPACE,,"
",0,[48],42761,rationale,False
Answer,NOUN,,answer,1,[49],42761,rationale,True
:,PUNCT,,:,0,[50],42761,rationale,False
B,NOUN,,b,1,[51],42761,rationale,True
*,SYM,,*,1,[1],45337,rationale,False
0.35=34.65,NOUN,,0.35=34.65,1,[2],45337,rationale,True
approx,PROPN,,approx,1,[3],45337,rationale,True
.,PUNCT,,.,0,[4],45337,rationale,False
"
",SPACE,,"
",0,[6],45337,rationale,False
Answer,NOUN,,answer,1,[7],45337,rationale,True
:,PUNCT,,:,0,[8],45337,rationale,False
B,NOUN,,b,1,[9],45337,rationale,True
x,PROPN,,x,1,[0],8200,rationale,True
",",PUNCT,,",",0,[1],8200,rationale,False
"
",SPACE,,"
",0,[3],8200,rationale,False
(,PUNCT,,(,0,[4],8200,rationale,False
x-2):(4x-2,PROPN,NORP,x-2):(4x-2,1,[5],8200,rationale,True
),PUNCT,,),0,[6],8200,rationale,False
=,VERB,,=,1,[7],8200,rationale,True
"
",SPACE,,"
",0,[9],8200,rationale,False
=,SYM,,=,1,[11],8200,rationale,False
"
",SPACE,,"
",0,[13],8200,rationale,False
x,SYM,,x,1,[14],8200,rationale,False
=,NOUN,,=,1,[15],8200,rationale,True
"
",SPACE,,"
",0,[17],8200,rationale,False
x+4x,PROPN,,x+4x,1,[18],8200,rationale,True
=,NUM,,=,1,[19],8200,rationale,False
"
",SPACE,,"
",0,[21],8200,rationale,False
=,X,,=,1,[22],8200,rationale,False
>,X,,>,1,[23],8200,rationale,False
*,SYM,,*,1,[25],8200,rationale,False
=,SYM,,=,1,[27],8200,rationale,False
"
",SPACE,,"
",0,[29],8200,rationale,False
ANSWER:D,PROPN,ORG,ANSWER:D,1,"[30, 31]",8200,rationale,True
if,SCONJ,,if,1,[0],15831,rationale,False
$,SYM,,$,1,[1],15831,rationale,False
x$,NUM,PERSON,x$,1,[2],15831,rationale,True
is,AUX,,be,1,[3],15831,rationale,False
the,DET,,the,1,[4],15831,rationale,False
number,NOUN,,number,1,[5],15831,rationale,True
",",PUNCT,,",",0,[6],15831,rationale,False
x/6,PUNCT,,x/6,0,[7],15831,rationale,False
*,PUNCT,,*,0,[8],15831,rationale,False
=,SYM,,=,1,[10],15831,rationale,False
"
",SPACE,,"
",0,[12],15831,rationale,False
=,X,,=,1,[13],15831,rationale,False
>,X,,>,1,[14],15831,rationale,False
=,SYM,,=,1,[16],15831,rationale,False
"
",SPACE,,"
",0,[18],15831,rationale,False
=,X,,=,1,[19],15831,rationale,False
>,X,,>,1,[20],15831,rationale,False
x,SYM,,x,1,[21],15831,rationale,False
=,NOUN,,=,1,[22],15831,rationale,True
"
",SPACE,,"
",0,[24],15831,rationale,False
E,NOUN,,e,1,[25],15831,rationale,True
let,VERB,,let,1,[0],13263,rationale,True
Lucy,PROPN,PERSON,Lucy,1,[1],13263,rationale,True
's,PART,,'s,1,[2],13263,rationale,False
age,NOUN,,age,1,[3],13263,rationale,True
be,AUX,,be,1,[4],13263,rationale,False
L,PROPN,,L,1,[5],13263,rationale,True
and,CCONJ,,and,1,[6],13263,rationale,False
sam,PROPN,PERSON,sam,1,[7],13263,rationale,True
's,PART,,'s,1,[8],13263,rationale,False
age,NOUN,,age,1,[9],13263,rationale,True
be,AUX,,be,1,[10],13263,rationale,False
S,PROPN,,S,1,[11],13263,rationale,True
"
",SPACE,,"
",0,[12],13263,rationale,False
as,SCONJ,,as,1,[13],13263,rationale,False
given,VERB,,give,1,[14],13263,rationale,True
",",PUNCT,,",",0,[15],13263,rationale,False
"
",SPACE,,"
",0,[16],13263,rationale,False
L-S,PROPN,,L-S,1,[17],13263,rationale,True
=,SYM,,=,1,[18],13263,rationale,False
b--,NOUN,,b--,1,[19],13263,rationale,True
"
",SPACE,,"
",0,[21],13263,rationale,False
L+S,ADJ,,L+S,1,[22],13263,rationale,True
=,X,,=,1,[23],13263,rationale,False
x,NOUN,,x,1,[24],13263,rationale,True
--2,ADJ,,--2,1,[25],13263,rationale,True
"
",SPACE,,"
",0,[26],13263,rationale,False
adding,VERB,,add,1,[27],13263,rationale,True
both,CCONJ,,both,1,[28],13263,rationale,False
the,DET,,the,1,[29],13263,rationale,False
equations,NOUN,,equation,1,[30],13263,rationale,True
=,SYM,,=,1,[32],13263,rationale,False
a+z,PROPN,,a+z,1,[33],13263,rationale,True
"
",SPACE,,"
",0,[34],13263,rationale,False
L=,NOUN,,l=,1,[35],13263,rationale,True
(,PUNCT,,(,0,[36],13263,rationale,False
b+x)/2 answer,NOUN,PERSON,b+x)/2 answer,2,"[37, 38]",13263,rationale,True
is,AUX,,be,1,[39],13263,rationale,False
D,NOUN,,d,1,[40],13263,rationale,True
only,ADV,,only,1,[0],92826,rationale,True
need,VERB,,need,1,[1],92826,rationale,True
length,NOUN,,length,1,[2],92826,rationale,True
of,ADP,,of,1,[3],92826,rationale,False
slower,ADJ,,slow,1,[4],92826,rationale,True
train,NOUN,,train,1,[5],92826,rationale,True
which,PRON,,which,1,[6],92826,rationale,False
is,AUX,,be,1,[7],92826,rationale,False
L=500m,PROPN,PERSON,L=500m,1,"[8, 9]",92826,rationale,True
"
",SPACE,,"
",0,[10],92826,rationale,False
relative,ADJ,,relative,1,[11],92826,rationale,True
sped,VERB,,speed,1,[12],92826,rationale,True
