lemma,word,part_of_speech,category,meaning,question_id,code
expect,expected,VERB,NONE,To anticipate or believe something will happen,63741,r006
vote,vote,VERB,general actions,express choice,63741,r016
new,new,ADJ,NONE,Recent or recently introduced,63741,r009
law,law,NOUN,Legal Term,A rule or regulation with legal force,63741,r007
0.20=9,0.20=9,NOUN,Technical Term,Percentage of Republicans voting for the new law,63741,r001
Republicans,Republicans,PROPN,NORP,Political party,63741,r003
expect,expected,VERB,NONE,To anticipate or believe something will happen,63741,r006
vote,vote,VERB,general actions,express choice,63741,r016
new,new,ADJ,NONE,Recent or recently introduced,63741,r009
law,law,NOUN,Legal Term,A rule or regulation with legal force,63741,r007
thus,Thus,ADV,Connectors,Consequently,63741,r014
total,total,NOUN,technical term,sum amount,63741,r015
member,members,NOUN,Organization Name,"Individual belonging to a group, organization, etc.",63741,r008
expect,expected,VERB,NONE,To anticipate or believe something will happen,63741,r006
vote,vote,VERB,general actions,express choice,63741,r016
new,new,ADJ,NONE,Recent or recently introduced,63741,r009
law,law,NOUN,Legal Term,A rule or regulation with legal force,63741,r007
total,total,ADJ,technical term,sum amount,63741,r015
number,number,NOUN,QUANTIFIER,A quantity or amount,63741,r010
congress,congress,PROPN,ORG,United States legislative body,63741,r005
member,members,NOUN,Organization Name,"Individual belonging to a group, organization, etc.",63741,r008
suppose,Suppose,VERB,Technical Term,A hypothetical scenario for analyzing expenses.,48976,r022
average,average,ADJ,,"Typical, Mean",48976,r004
join,join,VERB,,To unite with others,48976,r015
mess,mess,NOUN,Organization Name,Common dining hall,48976,r016
total,total,ADJ,Technical Term,Representing the sum of all expenses.,48976,r025
expenditure,expenditure,NOUN,OBJECT,"Spending, Outlay",48976,r008
=,=,VERB,,,48976,r002
average,average,ADJ,,"Typical, Mean",48976,r004
expenditure,expenditure,NOUN,OBJECT,"Spending, Outlay",48976,r008
=,=,NOUN,,,48976,r002
=,=,NOUN,,,48976,r002
thus,Thus,ADV,Technical Term,Conveying the outcome of a previous statement or calculation.,48976,r024
original,original,ADJ,,First or earliest,48976,r018
expenditure,expenditure,NOUN,OBJECT,"Spending, Outlay",48976,r008
mess,mess,NOUN,Organization Name,Common dining hall,48976,r016
=,=,NOUN,,,48976,r002
=,=,PROPN,,,48976,r002
hence,hence,ADV,,Therefore,48976,r012
r,Rs,NOUN,NORP,Abbreviation for Rupees,48976,r019
question,question,NOUN,organization name,a problem; inquiry to be answered,15230,r016
deal,dealt,VERB,technical term,"Manage, Address",15230,r005
conceptually,conceptually,ADV,technical term,"Abstractly, Theoretically",15230,r004
VALUES,VALUES,PROPN,organization name,Dataset of Values,15230,r002
tell,told,VERB,organization name,convey information; to give a numerical value,15230,r020
numerator,numerator,NOUN,technical term,the upper part of a fraction,15230,r012
fraction,fraction,NOUN,technical term,"Ratio, Proportion",15230,r009
q,Q,NOUN,technical term,represents a fraction or question being analyzed,15230,r015
triple,tripled,VERB,technical term,To multiply a value by three,15230,r023
denominator,denominator,NOUN,technical term,Lower Value in a Ratio,15230,r006
same,same,ADJ,technical term,identical or equivalent,15230,r019
fraction,fraction,NOUN,technical term,"Ratio, Proportion",15230,r009
double,doubled,VERB,technical term,Multiply by Two,15230,r007
ask,asked,VERB,technical term,Request Information,15230,r003
result,resulting,VERB,technical term,the outcome of a process,15230,r018
increase,increase,NOUN,technical term,"Growth, Expansion",15230,r010
percentage,percentage,NOUN,technical term,a fraction represented in terms of one hundred,15230,r014
fraction,fraction,NOUN,technical term,"Ratio, Proportion",15230,r009
let,Let,VERB,technical term,Introduce a hypothetical scenario or example,15230,r011
triple,triple,VERB,technical term,To multiply a value by three,15230,r023
numerator,numerator,NOUN,technical term,the upper part of a fraction,15230,r012
denominator,denominator,NOUN,technical term,Lower Value in a Ratio,15230,r006
end,end,VERB,technical term,"Conclusion, Termination",15230,r008
=,=,VERB,technical term,Comparison,15230,r001
increase,increasing,VERB,technical term,"Growth, Expansion",15230,r010
increase,increasing,VERB,technical term,"Growth, Expansion",15230,r010
fraction,fraction,NOUN,technical term,"Ratio, Proportion",15230,r009
let,Let,VERB,,To permit or allow something to happen.,16288,r020
A,A,PROPN,individual name,Represents an individual named 'A',16288,r004
B,B,PROPN,individual name,Represents an individual named 'B',16288,r006
B,B,PROPN,Individual Name,Represents a person's identity,16288,r006
C,C,PROPN,individual name,Represents an individual named 'C',16288,r007
C,C,PROPN,Individual Name,Represents a person's identity,16288,r007
represent,represent,VERB,technical term,Stand for or symbolize something,16288,r021
respective,respective,ADJ,technical term,Relating to or representing each separately considered person or thing,16288,r022
age,age,NOUN,technical term,A person's lifespan in years,16288,r009
then,Then,ADV,,Next in time or order,16288,r023
have,have,VERB,,To possess or own something.,16288,r016
+,+,PROPN,technical term,Mathematical addition,16288,r001
B,B,PROPN,individual name,Represents an individual named 'B',16288,r006
B,B,PROPN,Individual Name,Represents a person's identity,16288,r006
=,=,PROPN,technical term,"Equality, comparison",16288,r003
=,=,VERB,technical term,"Equality, comparison",16288,r003
i,i,NOUN,Technical Term,Equation reference - represents a numbered statement,16288,r017
+,+,PROPN,technical term,Mathematical addition,16288,r001
=,=,PROPN,technical term,"Equality, comparison",16288,r003
=,=,VERB,technical term,"Equality, comparison",16288,r003
ii,ii,PROPN,Technical Term,Equation reference - represents a numbered statement,16288,r018
B,B,PROPN,individual name,Represents an individual named 'B',16288,r006
B,B,PROPN,Individual Name,Represents a person's identity,16288,r006
+,+,PROPN,technical term,Mathematical addition,16288,r001
=,=,PROPN,technical term,"Equality, comparison",16288,r003
=,=,NOUN,technical term,"Equality, comparison",16288,r003
iii,iii,PROPN,Technical Term,Equation reference - represents a numbered statement,16288,r019
Adding,Adding,PROPN,technical term,Performing mathematical addition,16288,r005
ii,ii,PROPN,Technical Term,Equation reference - represents a numbered statement,16288,r018
iii,iii,PROPN,Technical Term,Equation reference - represents a numbered statement,16288,r019
get,get,VERB,,To obtain or receive something.,16288,r015
+,+,ADJ,technical term,Mathematical addition,16288,r001
2b,2B,NOUN,individual name,Refers to a specific individual named '2b',16288,r002
+,+,ADJ,technical term,Mathematical addition,16288,r001
Subtracting,Subtracting,PROPN,technical term,Performing mathematical subtraction,16288,r008
i,i,NOUN,Technical Term,Equation reference - represents a numbered statement,16288,r017
get,get,VERB,,To obtain or receive something.,16288,r015
=,=,NOUN,technical term,"Equality, comparison",16288,r003
B,B,PROPN,individual name,Represents an individual named 'B',16288,r006
B,B,PROPN,Individual Name,Represents a person's identity,16288,r006
age=,age=,NOUN,technical term,Numerical representation of someone's age,16288,r010
Sum,Sum,PROPN,Technical Term,Total of a set of numbers,68521,r002
prime,prime,NOUN,Technical Term,A whole number greater than 1 that is only divisible by 1 and itself,68521,r006
no,no,NOUN,,A quantity or number,68521,r004
average,Average,ADJ,Technical Term,The arithmetic mean of a set of numbers,68521,r003
=,=,NOUN,,Represents equality or assignment,68521,r001
explanation,Explanation,NOUN,Technical Term,A description or clarification about the calculation.,27660,r005
Rs.150,Rs.150,PROPN,"Organization Name, Individual Name","An amount of Money, potentially referencing a loan or investment.",27660,r004
=,=,ADJ,Technical Term,Equality sign representing calculation or equivalence.,27660,r002
simple Interest,Simple Interest,ADJ,ORG,A type of interest calculation where only the principal amount is considered.,27660,r012
rs.400,Rs.400,NOUN,"Organization Name, Individual Name","An amount of Money, potentially referencing a loan or investment.",27660,r010
year,years,NOUN,Technical Term,A unit of time representing 365 days,27660,r013
let,Let,VERB,general,To permit or allow something to happen or proceed.,154,r018
distance,distance,NOUN,technical term,The amount of space between two points.,154,r014
let,let,VERB,general,To permit or allow something to happen or proceed.,154,r018
v,V,NOUN,technical term,variable representing speed,154,r028
speed,speed,NOUN,technical term,"velocity, rate of movement",154,r023
steamer,steamer,NOUN,technical term,Boat propelled by engine - often with river navigation in context,154,r024
let,let,VERB,general,To permit or allow something to happen or proceed.,154,r018
speed,speed,NOUN,technical term,"velocity, rate of movement",154,r023
current,current,NOUN,technical term,The flow of water in a river or other waterway.,154,r012
D,D,PROPN,,Distance,154,r007
D,D,PROPN,technical term,Distance,154,r007
v,V,NOUN,technical term,variable representing speed,154,r028
D,D,PROPN,,Distance,154,r007
D,D,PROPN,technical term,Distance,154,r007
D,D,PROPN,,Distance,154,r007
D,D,PROPN,technical term,Distance,154,r007
cost,Cost,NOUN,technical term,Expenditure,4650,r013
Price,Price,PROPN,TECHNICAL TERM,Value(cost) of something,4650,r007
C.P.,C.P.,PROPN,TECHNICAL TERM,Cost Price,4650,r003
=,=,VERB,RELATION,equality,4650,r002
r,Rs,NOUN,,Rupee Symbol,4650,r016
r,Rs,NOUN,,Rupee Symbol,4650,r016
.,.,PROPN,OTHER,.,4650,r001
Selling,Selling,PROPN,ACTION,Transferring ownership,4650,r010
Price,Price,PROPN,TECHNICAL TERM,Value(cost) of something,4650,r007
S.P.,S.P.,PROPN,TECHNICAL TERM,Selling Price,4650,r009
=,=,VERB,RELATION,equality,4650,r002
r,Rs,NOUN,,Rupee Symbol,4650,r016
Gain,Gain,PROPN,TECHNICAL TERM,Profit (financial),4650,r004
=,=,PROPN,PERSON,equality,4650,r002
S.P.,S.P.,PROPN,TECHNICAL TERM,Selling Price,4650,r009
C.P.,C.P.,PROPN,TECHNICAL TERM,Cost Price,4650,r003
rs.(5800,Rs.(5800,NOUN,technical term,Indian Rupees Amount,4650,r018
=,=,VERB,RELATION,equality,4650,r002
r,Rs,NOUN,,Rupee Symbol,4650,r016
.,.,PROPN,OTHER,.,4650,r001
Gain %,Gain %,PROPN,PERSON,Percentage of profit,4650,r005
let,Let,VERB,TECHNICAL TERM,Define,21387,r006
selling,selling,NOUN,Technical Term,Revenue Generation,21387,r010
price,price,NOUN,Technical Term,Valuation,21387,r008
article,article,NOUN,Technical Term,Commodity,21387,r003
∴,∴,VERB,technical term,"Therefore, Consequently",21387,r011
profit,Profit,NOUN,Technical Term,Financial Gain,21387,r009
∴,∴,NOUN,technical term,"Therefore, Consequently",21387,r011
cost,Cost,NOUN,Technical Term,Expense,21387,r004
price,price,NOUN,Technical Term,Valuation,21387,r008
article,article,NOUN,Technical Term,Commodity,21387,r003
=,=,PROPN,TECHNICAL TERM,equals,21387,r001
∴,∴,ADV,technical term,"Therefore, Consequently",21387,r011
question,question,NOUN,Technical Term,A problem or inquiry related to car dealership calculations,69205,r017
algebraic,algebraic,ADJ,technical term,Mathematical concept,69205,r005
way,ways,NOUN,technical term,method or approach,69205,r021
easy,easiest,ADJ,,Simple,69205,r010
0.2m+0.4n+0.5p=0.25(m+n+p)--,0.2m+0.4n+0.5p=0.25(m+n+p)--,NOUN,technical term,Algebraic equation,69205,r002
m=3n+5p,m=3n+5p,VERB,Technical Term,Formula to calculate the number of cars in dealership 'm' based on 'n' and 'p',69205,r012
cherry,cherry,NOUN,Individual Name,Variety of Cherry Ice Pop,74795,r004
=,=,VERB,Organization Name,Represents equality within a framework or system,74795,r002
*,*,NOUN,Technical Term,Multiplication Operation,74795,r001
=,=,NOUN,Organization Name,Represents equality within a framework or system,74795,r002
orange,orange,NOUN,"individual name, technical term ","Citrus fruit, bright orange color",74795,r020
=,=,VERB,Organization Name,Represents equality within a framework or system,74795,r002
*,*,NOUN,Technical Term,Multiplication Operation,74795,r001
lemon,lemon,NOUN,"individual name, technical term",Citrus fruit,74795,r016
=,=,VERB,Organization Name,Represents equality within a framework or system,74795,r002
*,*,NOUN,Technical Term,Multiplication Operation,74795,r001
same,same,ADJ,,,74795,r030
flavor,flavor,NOUN,Individual Name,Distinct Sensory Experience,74795,r010
=,=,VERB,Organization Name,Represents equality within a framework or system,74795,r002
different,different,ADJ,Technical Term,Characteristic of Distinction,74795,r007
flavor,flavors,NOUN,Individual Name,Distinct Sensory Experience,74795,r010
=,=,VERB,Organization Name,Represents equality within a framework or system,74795,r002
sample,Sample,NOUN,technical term,Mathematics - A set of values used in probability and statistics for calculations.,36175,r021
space,space,NOUN,technical term,Mathematics - The set of all possible outcomes in a statistical experiment.,36175,r022
=,=,NOUN,Technical Term,Equality,36175,r001
favourable,Favourable,ADJ,technical term,Events leading to desired outcome,36175,r013
event,events,NOUN,technical term,Outcomes in an experiment,36175,r011
=,=,ADJ,Technical Term,Equality,36175,r001
bbgg,bbgg,PROPN,Technical Term,Possible Combination,36175,r003
bgbg,bgbg,PROPN,Technical Term,Possible Combination,36175,r004
bggb,bggb,NOUN,Technical Term,Possible Combination,36175,r005
ggbb,ggbb,NOUN,technical term,A specific sequence of outcomes,36175,r016
gbgb,gbgb,NOUN,technical term,A specific sequence of outcomes,36175,r015
"gbbg}.{bggg},{gbbb","gbbg}.{bggg},{gbbb",PROPN,,Specific combination of outcomes (girls and boys),36175,r014
Probability,Probability,PROPN,Technical Term,Statistical Concept,36175,r002
average,average,ADJ,Technical Term,Central Tendency (Mathematical concept),57382,r005
speed,speed,NOUN,technical term,Measurement of Change Rate,57382,r017
=,=,NOUN,Technical Term,Equals Sign (mathematical),57382,r002
hr,hr,NOUN,technical term,Time Unit,57382,r012
hr,hr,NOUN,technical term,Time Unit,57382,r012
=,=,VERB,Technical Term,Equals Sign (mathematical),57382,r002
/,/,NOUN,Technical Term,Division Symbol,57382,r001
hr,hr,NOUN,technical term,Time Unit,57382,r012
rate,Rate,NOUN,technical term,"Speed or velocity of an object, specifically in relation to water movement.",46018,r005
still,still,ADV,,,46018,r007
water,water,NOUN,,,46018,r009
hr,hr,NOUN,technical term,"Abbreviation for hour, a unit of time.",46018,r003
