word,part_of_speech,category,meaning,question_id, word,source_text,text,source,meaning ,_meaning,"},   {",recently,rock,say
the Los Angeles Dodgers,DET,ORGANIZATION NAME,Baseball Team,20231110_3,,,,,,,,,,
veteran,NOUN,TECHNICAL TERM,Experienced Individual (Sports),20231110_3,,,,,,,,,,
157,NUM,CARDINAL,Quantity,20240105_19,,,,,,,,,,
Donkey Kong,PROPN,PRODUCT,Video game,20240105_19,,,,,,,,,,
Mario Kart,PROPN,PRODUCT,Video Game,20240105_19,,,,,,,,,,
Oklahoma,PROPN,GPE,Location,20240105_19,,,,,,,,,,
Pac Man,PROPN,PRODUCT,Video game,20240105_19,,,,,,,,,,
Super,PROPN,PRODUCT,Video Game Series,20240105_19,,,,,,,,,,
Tetris,PROPN,PRODUCT,Video game,20240105_19,,,,,,,,,,
YouTube,PROPN,ORG,Platform,20240105_19,,,,,,,,,,
beat,VERB,Action,To defeat or succeed in an activity,20240105_19,,,,,,,,,,
believe,VERB,Feeling,To have confidence in something,20240105_19,,,,,,,,,,
circulate,VERB,,Action/Process,20240105_19,,,,,,,,,,
classic,ADJ,Organization Name,Recognized Games,20240105_19,,,,,,,,,,
finally,ADV,,Timeline,20240105_19,,,,,,,,,,
first,ADJ,Ordinal,Ranking,20240105_19,,,,,,,,,,
game,NOUN,Technical Term,Entertainment Product,20240105_19,,,,,,,,,,
gamer,NOUN,Individual Name,Player,20240105_19,,,,,,,,,,
human,ADJ,,Species,20240105_19,,,,,,,,,,
level,NOUN,Technical Term,Progress,20240105_19,,,,,,,,,,
moment,NOUN,,Time,20240105_19,,,,,,,,,,
nearly 40 year,ADV,Date,Duration,20240105_19,,,,,,,,,,
now,ADV,,Current Time,20240105_19,,,,,,,,,,
old,ADJ,,Prior to the Present,20240105_19,,,,,,,,,,
online,ADV,,Internet-Based,20240105_19,,,,,,,,,,
reach,VERB,,Accomplish/Achieve a Goal,20240105_19,,,,,,,,,,
release,NOUN,,Public Availability,20240105_19,,,,,,,,,,
video,NOUN,,Visual Media Presentation,20240105_19,,,,,,,,,,
viral,ADJ,,Widely Shared Content,20240105_19,,,,,,,,,,
win,VERB,,Achieve Victory,20240105_19,,,,,,,,,,
Wonka,PROPN,WORK_OF_ART,Film,20231124_0,,,,,,,,,,
Aquaman,PROPN,PERSON,Fictional Character,20231124_0,,,,,,,,,,
First,PROPN,ORDINAL,Indicates Position,20231124_0,,,,,,,,,,
Jill Biden,PROPN,PERSON,"Individual, First Lady ",20231124_0,,,,,,,,,,
Joe Biden,PROPN,PERSON,"Individual, President",20231124_0,,,,,,,,,,
Roald Dahl's,PROPN,PERSON,Author,20231124_0,,,,,,,,,,
Chicken,PROPN,,,20231124_0,,,,,,,,,,
Dawn,PROPN,,,20231124_0,,,,,,,,,,
Lady,PROPN,,,20231124_0,,,,,,,,,,
Run,PROPN,,,20231124_0,,,,,,,,,,
Thanksgiving,PROPN,DATE,Holiday,20231124_0,,,,,,,,,,
US,PROPN,GPE,Country,20231124_0,,,,,,,,,,
Virginia,PROPN,GPE,State,20231124_0,,,,,,,,,,
Willy Wonka,PROPN,WORK_OF_ART,Movie Character,20231124_0,,,,,,,,,,
add,VERB,Action,Include,20231124_0,,,,,,,,,,
adult,NOUN,Person,Mature Individual,20231124_0,,,,,,,,,,
audience,NOUN,Group,Gather of People,20231124_0,,,,,,,,,,
chocolati,ADJ,Descriptive,Relating to Chocolate,20231124_0,,,,,,,,,,
early,ADJ,Time,Premature,20231124_0,,,,,,,,,,
event,NOUN,Occurrence, happening,20231124_0,,,,,,,,,,
family,NOUN,Individual Name,Group of related individuals living together,20231124_0,,,,,,,,,,
fictional,ADJ,Technical Term,Not real or factual,20231124_0,,,,,,,,,,
film,NOUN,Technical Term,Motion picture,20231124_0,,,,,,,,,,
friendsgive,VERB,Technical Term,Gathering of friends to celebrate Thanksgiving-like traditions,20231124_0,,,,,,,,,,
holiday,NOUN,Individual Name,Day of celebration or festivity,20231124_0,,,,,,,,,,
host,VERB,Technical Term,To organize and conduct an event,20231124_0,,,,,,,,,,
installation,NOUN,Technical Term,"A place of service or station, particularly in the military",20231124_0,,,,,,,,,,
introduce,VERB,Technical Term,To present or make known to someone for the first time,20231124_0,,,,,,,,,,
kick,VERB,Technical Term,To begin or start something forcefully,20231124_0,,,,,,,,,,
kid,NOUN,Individual Name,A child,20231124_0,,,,,,,,,,
like,VERB,,Expressing preference,20231124_0,,,,,,,,,,
meal,NOUN,,Gathering for food,20231124_0,,,,,,,,,,
member,NOUN,,Participant in a group,20231124_0,,,,,,,,,,
migration,NOUN,Individual Name,Moving place to place for better opportunities,20231124_0,,,,,,,,,,
more,ADJ,,Greater amount or degree,20231124_0,,,,,,,,,,
movie,NOUN,,Audiovisual storytelling,20231124_0,,,,,,,,,,
naval,ADJ,,Related to sea and boats,20231124_0,,,,,,,,,,
nugget,NOUN,Organization Name,Small piece of something valuable/useful,20231124_0,,,,,,,,,,
president,NOUN,Individual Name,Leader of a country,20231124_0,,,,,,,,,,
relative,NOUN,,Family member or acquaintance,20231124_0,,,,,,,,,,
screening,NOUN,technical term,Presentation of a film,20231124_0,,,,,,,,,,
service,NOUN,organization name,Military branch or function,20231124_0,,,,,,,,,,
share,VERB,None,To impart information or goods,20231124_0,,,,,,,,,,
stay,VERB,None,Remain in a place,20231124_0,,,,,,,,,,
tell,VERB,None,To convey information verbally,20231124_0,,,,,,,,,,
the Lost Kingdom',DET,GPE,Geographical place name,20231124_0,,,,,,,,,,
upcoming,ADJ,None,Approaching in time,20231124_0,,,,,,,,,,
visit,NOUN,technical term,Journey or inspection,20231124_0,,,,,,,,,,
watch,VERB,None,To observe visually,20231124_0,,,,,,,,,,
week,NOUN,None,A period of seven days,20231124_0,,,,,,,,,,
welcome,VERB,Action/State,To greet warmly,20231124_0,,,,,,,,,,
wish,VERB,Action/State,to express a desire for something to happen,20231124_0,,,,,,,,,,
wonka,NOUN,Individual Name,A fictional chocolatier created by Roald Dahl,20231124_0,,,,,,,,,,
youngster,NOUN,Individual Name,A child or young person,20231124_0,,,,,,,,,,
Denmark,PROPN,GPE,Country,20231208_2,,,,,,,,,,
Jaime del Burgo,PROPN,PERSON,Individual,20231208_2,,,,,,,,,,
King Felipe,PROPN,ORG,Monarch,20231208_2,,,,,,,,,,
Letizia,PROPN,"PERSON, ORG","Individual, Queen",20231208_2,,,,,,,,,,
Queen,PROPN,,Regal Title,20231208_2,,,,,,,,,,
Queen Letizia,PROPN,PERSON,"Individual, Queen",20231208_2,,,,,,,,,,
Queen Margrethe,PROPN,PERSON,"Individual, Queen",20231208_2,,,,,,,,,,
Queen Mathilde,PROPN,PERSON,"Individual, Queen",20231208_2,,,,,,,,,,
Silvia,PROPN,PERSON,"Individual, Queen",20231208_2,,,,,,,,,,
Spain,PROPN,GPE,Country,20231208_2,,,,,,,,,,
Sunday,PROPN,DATE,Day of the week,20231208_2,,,,,,,,,,
Sweden,PROPN,GPE,Country,20231208_2,,,,,,,,,,
Telma,PROPN,PERSON,Individual name,20231208_2,,,,,,,,,,
accuse,VERB,,To allege wrongdoing,20231208_2,,,,,,,,,,
affair,NOUN,,Romantic relationship,20231208_2,,,,,,,,,,
allegedly,ADV,,"Reportedly, but not necessarily proven",20231208_2,,,,,,,,,,
Belgium,NOUN,GPE,Country,20231208_2,,,,,,,,,,
brother-in-law,NOUN,PERSON,Relative by marriage,20231208_2,,,,,,,,,,
businessman,NOUN,,Person engaged in business,20231208_2,,,,,,,,,,
child,NOUN,,Young human being,20231208_2,,,,,,,,,,
claim,VERB,Individual Name,Making a statement,20231208_2,,,,,,,,,,
european,ADJ,Organization Name,Royal Family,20231208_2,,,,,,,,,,
former,ADJ,Individual Name,previous,20231208_2,,,,,,,,,,
have,VERB,Technical Term,To possess,20231208_2,,,,,,,,,,
husband,NOUN,Individual Name,Spouse,20231208_2,,,,,,,,,,
image,NOUN,Technical Term,Visual representation,20231208_2,,,,,,,,,,
infidelity,NOUN,Technical Term,Cheating,20231208_2,,,,,,,,,,
love,NOUN,Feeling/Concept,Romantic affection,20231208_2,,,,,,,,,,
medium,NOUN,Technical Term,Means of communication,20231208_2,,,,,,,,,,
message,NOUN,Technical Term,Communication,20231208_2,,,,,,,,,,
queen,NOUN,Individual Name,Royal female ruler,20231208_2,,,,,,,,,,
sister,NOUN,Individual Name,Female sibling,20231208_2,,,,,,,,,,
pregnant,ADJ,Technical Term,Carrying a fetus in the womb,20231208_2,,,,,,,,,,
social,ADJ,Organization Name,Related to interactions between people,20231208_2,,,,,,,,,,
one,NUM,CARDINAL,quantity,20231208_2,,,,,,,,,,
two,NUM,CARDINAL,quantity,20231208_2,,,,,,,,,,
royal,NOUN,organization name,Monarchy,20231208_2,,,,,,,,,,
post,VERB,,to share information online,20231208_2,,,,,,,,,,
send,VERB,,to transmit,20231208_2,,,,,,,,,,
show,VERB,,to display,20231208_2,,,,,,,,,,
Asda,PROPN,ORG,Retailer,20231208_6,,,,,,,,,,
Christmas,PROPN,DATE,Holiday Season,20231208_6,,,,,,,,,,
Highland Fine Cheeses,PROPN,FAC,"Company, Cheesemonger",20231208_6,,,,,,,,,,
Minger,PROPN,Individual Name,Slang for something unpleasant,20231208_6,,,,,,,,,,
Tales,PROPN,Organization Name,Newsletters,20231208_6,,,,,,,,,,
Tall,PROPN,Individual Name,"Descriptive adjective, possibly humorous",20231208_6,,,,,,,,,,
UK,PROPN,GPE,Geographical location,20231208_6,,,,,,,,,,
accord,VERB,Action,Agreement,20231208_6,,,,,,,,,,
aroma,NOUN,Technical Term,"Scent, Smell",20231208_6,,,,,,,,,,
available,ADJ,Action,"Accessible, Obtainable",20231208_6,,,,,,,,,,
brie-style,ADJ,technical term,kind of cheese,20231208_6,,,,,,,,,,
cause,VERB,technical term,to create or result in a particular event,20231208_6,,,,,,,,,,
cheese,NOUN,technical term,a type of food made from milk that is often aged,20231208_6,,,,,,,,,,
dub,VERB,organization name, give a name to something,20231208_6,,,,,,,,,,
exotic,ADJ,technical term,"unusual or foreign, especially in an exciting or interesting way",20231208_6,,,,,,,,,,
foot,NOUN,technical term,the part of the body at the bottom of the leg used for walking and standing,20231208_6,,,,,,,,,,
have,VERB,organization name,to possess or to experience something,20231208_6,,,,,,,,,,
life,NOUN,technical term,the state of being alive and actively living,20231208_6,,,,,,,,,,
maker,NOUN,organization name,someone who creates something,20231208_6,,,,,,,,,,
more,ADJ,technical term,a greater quantity or extent of something,20231208_6,,,,,,,,,,
newsletter,NOUN,Technical Term,Regular Publication,20231208_6,,,,,,,,,,
old,ADJ,,Vintage,20231208_6,,,,,,,,,,
reek,VERB,GPE,Induce a foul smell,20231208_6,,,,,,,,,,
set,VERB,,To Establish,20231208_6,,,,,,,,,,
side,NOUN,,Perspective,20231208_6,,,,,,,,,,
sign,VERB,,Enroll,20231208_6,,,,,,,,,,
smelly,ADJ,,Malodorous,20231208_6,,,,,,,,,,
stink,NOUN,,Offensive Odor,20231208_6,,,,,,,,,,
store,NOUN,Organization Name,Retail Establishment,20231208_6,,,,,,,,,,
name,NOUN,Individual Name,,20231208_6,,,,,,,,,,
story,NOUN,,"Narrative, account of events",20231208_6,,,,,,,,,,
strange,ADJ,,"Unusual, abnormal",20231208_6,,,,,,,,,,
supermarket,NOUN,organization name,Retail store for groceries,20231208_6,,,,,,,,,,
toxic,ADJ,,"Poisonous, harmful",20231208_6,,,,,,,,,,
week,NOUN,DATE,Period of seven days,20231208_6,,,,,,,,,,
whiffy,ADJ,,"Having a strong, often unpleasant smell",20231208_6,,,,,,,,,,
world,NOUN,,"Earth, global sphere",20231208_6,,,,,,,,,,
Chelsea,PROPN,ORG,Football Club,20231117_6,,,,,,,,,,
City,PROPN,ORG,Football Club,20231117_6,,,,,,,,,,
Cole Porter,PROPN,PERSON,Football Player,20231117_6,,,,,,,,,,
London,PROPN,GPE,City,20231117_6,,,,,,,,,,
Manchester City,PROPN,ORG,Football Club,20231117_6,,,,,,,,,,
Premier League,PROPN,ORG,Football League,20231117_6,,,,,,,,,,
3-2,NUM,CARDINAL,,20231117_6,,,,,,,,,,
3-3,NUM,CARDINAL,,20231117_6,,,,,,,,,,
4-4,NUM,CARDINAL,,20231117_6,,,,,,,,,,
95th-minute,ADJ,,,20231117_6,,,,,,,,,,
Stamford Bridge,PROPN,FAC,Sports Venue,20231117_6,,,,,,,,,,
clash,NOUN,TECHNICAL TERM,Sportive Contest,20231117_6,,,,,,,,,,
classic,ADJ,,"Significant, Memorable",20231117_6,,,,,,,,,,
club,NOUN,ORGANIZATION NAME,Sports Team,20231117_6,,,,,,,,,,
equalise,VERB,,Draw Level,20231117_6,,,,,,,,,,
final,ADJ,,"Resulting, Last",20231117_6,,,,,,,,,,
follow,VERB,,"Attend, Observe",20231117_6,,,,,,,,,,
former,ADJ,,Previous,20231117_6,,,,,,,,,,
goal,NOUN,TECHNICAL TERM,Scoring Act in Sport,20231117_6,,,,,,,,,,
last weekend's Premier League,ADJ,DATE,Recent Sporting Event,20231117_6,,,,,,,,,,
lead,VERB,organization name,Football Club,20231117_6,,,,,,,,,,
nail-biting,NOUN,,"Intense, suspenseful situation",20231117_6,,,,,,,,,,
penalty,NOUN,technical term,"In football, a free kick awarded to a team after a foul committed by the opposing team.",20231117_6,,,,,,,,,,
score,VERB,,To achieve a goal in a sport.,20231117_6,,,,,,,,,,
see,VERB,,Observe an event or situation.,20231117_6,,,,,,,,,,
three,NUM,cardinal,Specific numerical quantity,20231117_6,,,,,,,,,,
time,NOUN,,Duration or point within an event.,20231117_6,,,,,,,,,,
Ciarán,PROPN,Individual Name,,20231103_5,,,,,,,,,,
Cillian,PROPN,Individual Name,,20231103_5,,,,,,,,,,
100mph-plus,NUM,CARDINAL,Speed,20231103_5,,,,,,,,,,
Storm Carrick,PROPN,PERSON,Weather event,20231103_5,,,,,,,,,,
Thursday,PROPN,DATE,Day of the week,20231103_5,,,,,,,,,,
UK,PROPN,GPE,Location,20231103_5,,,,,,,,,,
also,ADV,MODAL,Additionally,20231103_5,,,,,,,,,,
batter,VERB,ACTION,Damage,20231103_5,,,,,,,,,,
conor,PROPN,PERSON,Weather event,20231103_5,,,,,,,,,,
damage,NOUN,technical term,Impact on infrastructure,20231103_5,,,,,,,,,,
declare,VERB,technical term,Formal announcement of a situation,20231103_5,,,,,,,,,,
disrupt,VERB,technical term,Interference with normal operations,20231103_5,,,,,,,,,,
flight,NOUN,technical term,Air travel,20231103_5,,,,,,,,,,
flooding,NOUN,technical term,Water inundation,20231103_5,,,,,,,,,,
ground,VERB,technical term,Stop operation or movement,20231103_5,,,,,,,,,,
home,NOUN,organization name,Residential dwelling,20231103_5,,,,,,,,,,
incident,NOUN,technical term,Unplanned event,20231103_5,,,,,,,,,,
landfall,NOUN,technical term,First contact with land (storm),20231103_5,,,,,,,,,,
leave,VERB,technical term,To depart from a position,20231103_5,,,,,,,,,,
major,ADJ,technical term,"significant event, severity",20231103_5,,,,,,,,,,
name,NOUN,organization name,identity of something,20231103_5,,,,,,,,,,
part,NOUN,technical term,"component, division",20231103_5,,,,,,,,,,
power,NOUN,technical term,energy source or ability to influence,20231103_5,,,,,,,,,,
service,NOUN,"organization name, technical term",system of providing help or action,20231103_5,,,,,,,,,,
storm,NOUN,technical term,violent weather phenomenon,20231103_5,,,,,,,,,,
make,VERB,,,20231103_5,,,,,,,,,,
record,VERB,,,20231103_5,,,,,,,,,,
ten of thousand,NOUN,CARDINAL,,20231103_5,,,,,,,,,,
this week,DET,DATE,,20231103_5,,,,,,,,,,
train,NOUN,organization name,Transportation,20231103_5,,,,,,,,,,
widespread,ADJ,technical term,Extensive geographical distribution,20231103_5,,,,,,,,,,
wind,NOUN,technical term,Air movement,20231103_5,,,,,,,,,,
9,NUM,CARDINAL,Quantity,20240112_14,,,,,,,,,,
Alaska Airlines,PROPN,ORG,Airline Company,20240112_14,,,,,,,,,,
United Airlines,PROPN,ORG,Airline Company,20240112_14,,,,,,,,,,
737 Max 9,PROPN,PRODUCT,Aircraft Model,20240112_14,,,,,,,,,,
FAA,PROPN,ORG,Aviation Regulatory Body,20240112_14,,,,,,,,,,
Frontier Airlines,PROPN,ORG,Airline Company,20240112_14,,,,,,,,,,
Southwest Airlines,PROPN,ORG,Airline Company,20240112_14,,,,,,,,,,
American Airlines,PROPN,ORG,Airline Company,20240112_14,,,,,,,,,,
Max 9,PROPN,Technical Term,Aircraft Variant,20240112_14,,,,,,,,,,
Boeing 737 Max 9,PROPN,Technical Term,Airplane Model,20240112_14,,,,,,,,,,
aircraft,NOUN,technical term,Transportation,20240112_14,,,,,,,,,,
airline,NOUN,organization name,Air Travel Industry,20240112_14,,,,,,,,,,
blow,VERB,technical term,Sudden Force,20240112_14,,,,,,,,,,
bolt,NOUN,technical term,Fastener,20240112_14,,,,,,,,,,
door,NOUN,technical term,Aircraft Component,20240112_14,,,,,,,,,,
ensure,VERB,technical term,Guarantee Safety,20240112_14,,,,,,,,,,
find,VERB,technical term,Identify Issue,20240112_14,,,,,,,,,,
fleet,NOUN,technical term,Group of Aircraft,20240112_14,,,,,,,,,,
ground,VERB,technical term,Immobilize Aircraft,20240112_14,,,,,,,,,,
inspection,NOUN,technical term,Aircraft Examination,20240112_14,,,,,,,,,,
loose,ADJ,,Unsteady,20240112_14,,,,,,,,,,
mid-flight,NOUN,,During a flight,20240112_14,,,,,,,,,,
number,NOUN,,Quantity,20240112_14,,,,,,,,,,
passenger,NOUN,,Traveler,20240112_14,,,,,,,,,,
plane,NOUN,,Aircraft,20240112_14,,,,,,,,,,
plug,VERB,,Connect,20240112_14,,,,,,,,,,
safety,NOUN,,Security,20240112_14,,,,,,,,,,
say,VERB,,Speak,20240112_14,,,,,,,,,,
several,ADJ,,Multiple,20240112_14,,,,,,,,,,
undergo,VERB,Technical Term,Aircraft Inspection Process,20240112_14,,,,,,,,,,
undisclosed,ADJ,Technical Term,Number of Aircraft Affected,20240112_14,,,,,,,,,,
this week,Determiner Phrase,DATE,Time Period,20240112_14,,,,,,,,,,
Alabama,PROPN,GPE,US State,20231110_14,,,,,,,,,,
Ohio,PROPN,GPE,US State,20231110_14,,,,,,,,,,
abortion,NOUN,,Termination of pregnancy,20231110_14,,,,,,,,,,
arkansa,NOUN,GPE,US State,20231110_14,,,,,,,,,,
become,VERB,,Change or come to be,20231110_14,,,,,,,,,,
constitutional,ADJ,,According to a constitution,20231110_14,,,,,,,,,,
enshrine,VERB,,Establish or make part of an official document,20231110_14,,,,,,,,,,
idaho,NOUN,GPE,US State,20231110_14,,,,,,,,,,
late,ADJ,,Recent in time,20231110_14,,,,,,,,,,
make,VERB,Action,To perform an action or cause something to happen,20231110_14,,,,,,,,,,
move,NOUN,Concept,A change in position or status,20231110_14,,,,,,,,,,
republican,ADJ,NORP,Political Affiliation,20231110_14,,,,,,,,,,
right,NOUN,Concept,A principle or belief considered to be morally right and just,20231110_14,,,,,,,,,,
say,VERB,Action,To express oneself verbally,20231110_14,,,,,,,,,,
state,NOUN,Concept,A political entity or geographical region,20231110_14,,,,,,,,,,
Australia,PROPN,GPE,A country in Oceania.,20231222_17,,,,,,,,,,
England,PROPN,GPE,A country in Europe.,20231222_17,,,,,,,,,,
New Zealand,PROPN,GPE,A country in Oceania.,20231222_17,,,,,,,,,,
Olga Carmona,PROPN,PERSON,A soccer player.,20231222_17,,,,,,,,,,
Spain,PROPN,GPE,A country in Europe.,20231222_17,,,,,,,,,,
Sweden,PROPN,GPE,A country in Europe.,20231222_17,,,,,,,,,,
United States,PROPN,GPE,A country in North America.,20231222_17,,,,,,,,,,
Women’s World Cup,PROPN,EVENT, An international soccer tournament for women's national teams.,20231222_17,,,,,,,,,,
beat,VERB,,To defeat in a competition or to overcome,20231222_17,,,,,,,,,,
claim,VERB,,To assert something as true or to gain possession of something,20231222_17,,,,,,,,,,
country,NOUN,Organization Name,Nation,20231222_17,,,,,,,,,,
goal,NOUN,Technical Term,Score in sporting contest,20231222_17,,,,,,,,,,
host,VERB,None,Organize event,20231222_17,,,,,,,,,,
soccer,NOUN,Technical Term,Sport,20231222_17,,,,,,,,,,
team,NOUN,Organization Name,Group of athletes,20231222_17,,,,,,,,,,
jointly,ADV,  ,,20231222_17,,,,,,,,,,
thank,NOUN,  ,,20231222_17,,,,,,,,,,
win,VERB,Technical Term,Achieve victory in a competition,20231222_17,,,,,,,,,,
Altman,PROPN,PERSON,Tech Industry Leader,20231124_6,,,,,,,,,,
CEO,PROPN,Technical Term,Chief Executive Officer,20231124_6,,,,,,,,,,
Greg Brockman,PROPN,PERSON,OpenAI Executivve,20231124_6,,,,,,,,,,
Ilya,PROPN,PERSON,OpenAI Researcher,20231124_6,,,,,,,,,,
Microsoft,PROPN,ORG,Tech Company,20231124_6,,,,,,,,,,
Mira Murati,PROPN,PERSON,OpenAI Executivve,20231124_6,,,,,,,,,,
Monday,PROPN,DATE,Day of the Week,20231124_6,,,,,,,,,,
OpenAI,PROPN,ORG,AI Research Company,20231124_6,,,,,,,,,,
Sam Altman,PROPN,PERSON,Tech Industry Leader,20231124_6,,,,,,,,,,
Sam Altman's,PROPN,PERSON,Belongs to Sam Altman,20231124_6,,,,,,,,,,
Silicon Valley,PROPN,LOC,Tech Hub,20231124_6,,,,,,,,,,
Sutskever,PROPN,Individual Name,AI Researcher,20231124_6,,,,,,,,,,
artificial,ADJ,Technical Term,Computer-generated Intelligence,20231124_6,,,,,,,,,,
board,NOUN,Organization Name,Governing Body,20231124_6,,,,,,,,,,
ceo,NOUN,Role,Company Leader,20231124_6,,,,,,,,,,
co-founder,NOUN,Role,Company Creator,20231124_6,,,,,,,,,,
company,NOUN,Organization Name,Business Entity,20231124_6,,,,,,,,,,
employee,NOUN,Role,Worker,20231124_6,,,,,,,,,,
giant,NOUN,Technical Term,"Large, influential entity",20231124_6,,,,,,,,,,
follow,VERB,,,20231124_6,,,,,,,,,,
hire,VERB,,Employment Action,20231124_6,,,,,,,,,,
intelligence,NOUN,Technical Term,Cognitive Ability/Field of Study,20231124_6,,,,,,,,,,
last Friday,ADJ,DATE,Specific Point in Time - Past,20231124_6,,,,,,,,,,
last week,ADJ,DATE,Time Period - Past,20231124_6,,,,,,,,,,
lead,VERB,,Guide/Management Position,20231124_6,,,,,,,,,,
new,ADJ,,Recent/Innovation,20231124_6,,,,,,,,,,
now,ADV,,Current Time,20231124_6,,,,,,,,,,
original,ADJ,,Initial State/Prevailing Condition,20231124_6,,,,,,,,,,
oust,VERB,,Remove from Power/Position,20231124_6,,,,,,,,,,
post,NOUN,,Role/Position/Employment Status,20231124_6,,,,,,,,,,
rally,VERB,organization name,Collective action by employees in support of a shared goal.,20231124_6,,,,,,,,,,
reinstate,VERB,individual name,To restore someone to their previous position or status.,20231124_6,,,,,,,,,,
